denominazione_regione,data,mean,median,mode,lower_90,upper_90,lower_50,upper_50
Friuli Venezia Giulia,2020-04-21,0.708555782600967,0.7057820923454534,0.7050000000000001,0.7025952008494367,0.7052544330581476,0.6978206592215265,0.7248420394698458
Friuli Venezia Giulia,2020-04-22,0.7148425401601426,0.7120786296323613,0.7050000000000001,0.7044085549799461,0.7075831817481932,0.6946202665246343,0.7236333099135752
Friuli Venezia Giulia,2020-04-23,0.72055281892999,0.7195583165689723,0.715,0.7209862387919814,0.7235342453056808,0.7009857969777258,0.7244224046503822
Friuli Venezia Giulia,2020-04-24,0.7263887600366044,0.7255364374063299,0.715,0.7167129672257398,0.71985549383868,0.7143800855789023,0.7419310038297079
Friuli Venezia Giulia,2020-04-25,0.733414700594418,0.7364587198169559,0.745,0.7343102282141287,0.7377684666899862,0.7206913884479137,0.7509697878222058
Friuli Venezia Giulia,2020-04-26,0.7387067672128815,0.7417051160298471,0.745,0.744388921254566,0.7487568569014752,0.7244128344180859,0.7559977312591691
Friuli Venezia Giulia,2020-04-27,0.744698448127323,0.746953796924591,0.745,0.7447485470549935,0.747664304770148,0.7366821076484045,0.7648425246673822
Friuli Venezia Giulia,2020-04-28,0.752338837078306,0.7527236617614231,0.755,0.7540980379899502,0.7587876735588439,0.7359754128217462,0.7680396359551395
Friuli Venezia Giulia,2020-04-29,0.7566163649050758,0.7582138156248394,0.765,0.7483799442151781,0.7524310577273603,0.7447786920866871,0.7756795375300239
Friuli Venezia Giulia,2020-04-30,0.7611424334641039,0.7629926766887276,0.765,0.7622485172679663,0.7666165230890456,0.7456105895285481,0.7758607262503725
Friuli Venezia Giulia,2020-05-01,0.7628609338071022,0.7617925638324448,0.755,0.7507519703085626,0.7551965939970425,0.7432603145555235,0.7763233974792734
Friuli Venezia Giulia,2020-05-02,0.7643083628940135,0.7638144470384287,0.775,0.7770820265529156,0.7809921986550469,0.7431713070429525,0.7780272387370935
Friuli Venezia Giulia,2020-05-03,0.7686751577968144,0.7704393378942318,0.775,0.774386358588433,0.7783343247025676,0.7519059061530793,0.7833601744893206
Friuli Venezia Giulia,2020-05-04,0.7724688266758575,0.7707937922659743,0.765,0.7667855796023023,0.7706692432647223,0.7583399093452265,0.7879436689426115
Friuli Venezia Giulia,2020-05-05,0.7739219797917792,0.7737191467710731,0.775,0.7771470836953202,0.7806640292004556,0.7573217502468212,0.7887592854542227
Friuli Venezia Giulia,2020-05-06,0.7747888214477969,0.775466664752555,0.775,0.7753899391702387,0.7792837903383633,0.7624962839880275,0.7924643374470606
Friuli Venezia Giulia,2020-05-07,0.7780335079295673,0.775684615926231,0.755,0.7518569700779254,0.7564123662899247,0.7486806071047751,0.7801390228358537
Friuli Venezia Giulia,2020-05-08,0.7785077004013595,0.7769045224182424,0.765,0.7599183470633668,0.7638902681226719,0.7607070870140944,0.7924679689441769
Friuli Venezia Giulia,2020-05-09,0.7796477394296811,0.7756579388436096,0.775,0.773351112226607,0.7775908389153705,0.7503971758189913,0.7821080020711606
Friuli Venezia Giulia,2020-05-10,0.7814335817972831,0.7791362228270873,0.775,0.7798607357439008,0.7829079737609999,0.7681779665500904,0.7977699350589953
Friuli Venezia Giulia,2020-05-11,0.782765927580691,0.7812021826672948,0.775,0.7753500228644272,0.7794865924685463,0.767957545340901,0.7985857996485257
Friuli Venezia Giulia,2020-05-12,0.7844600404407801,0.7854908428994511,0.785,0.7819827575247802,0.7857744891832136,0.7781548059412908,0.8105022672924486
Friuli Venezia Giulia,2020-05-13,0.7872963660863002,0.7905054464965624,0.795,0.800437700921816,0.8043662913641114,0.7729019960817209,0.8058782297356357
Friuli Venezia Giulia,2020-05-14,0.7895985854509621,0.7871973738962224,0.775,0.77544020257005,0.778179030964616,0.7722678189126138,0.8038869219372451
Friuli Venezia Giulia,2020-05-15,0.7928070302658687,0.7946834780323,0.805,0.7994838931927317,0.8034440545958568,0.7735543318275229,0.8034440545958568
Friuli Venezia Giulia,2020-05-16,0.7978498226267068,0.7955079092365809,0.795,0.7896411757439554,0.7934184915249414,0.768852361573459,0.8011846503707898
Friuli Venezia Giulia,2020-05-17,0.8031224279649459,0.8013198313766718,0.805,0.7994939921036179,0.8023912857658441,0.7766348280216724,0.8078906923511232
Friuli Venezia Giulia,2020-05-18,0.8081288022047519,0.8059110830667965,0.805,0.8031565839228738,0.8062517379052092,0.788962693553011,0.8204473452765398
Friuli Venezia Giulia,2020-05-19,0.8158330109341945,0.8159426664993521,0.8150000000000001,0.8155547602810074,0.8192217658545261,0.8000259562414956,0.8322615624252445
Friuli Venezia Giulia,2020-05-20,0.8217428574035904,0.8199708139444575,0.805,0.8073716216096801,0.8104007156435473,0.8033269450576437,0.8346545417733396
Friuli Venezia Giulia,2020-05-21,0.827738891909016,0.8259532203111309,0.8350000000000001,0.8141910177493066,0.8186662149743055,0.8043572068547,0.8376721663215938
Friuli Venezia Giulia,2020-05-22,0.8366860416077238,0.8333711575866393,0.8250000000000001,0.8183491377696421,0.8223430851594286,0.8173903144094986,0.851245159191883
Friuli Venezia Giulia,2020-05-23,0.8454960069299321,0.8431426726377279,0.845,0.8315003671938886,0.834985139122887,0.8260256032663488,0.8626209891870653
Friuli Venezia Giulia,2020-05-24,0.8541536422742934,0.8500232624140972,0.845,0.8441755573665989,0.8481283850446523,0.8394492579280268,0.8739336114260507
Friuli Venezia Giulia,2020-05-25,0.863155175559552,0.8606677467801631,0.845,0.8445927541173477,0.8503239788290502,0.83615629071224,0.876191725434481
Friuli Venezia Giulia,2020-05-26,0.8718389845110278,0.8733273017975408,0.875,0.872756789072827,0.877720089805374,0.8487816936993565,0.8882571656919761
Friuli Venezia Giulia,2020-05-27,0.8809697104231404,0.8864963132227441,0.885,0.8864873963986235,0.8901585542426611,0.868775827272332,0.910797456327196
Friuli Venezia Giulia,2020-05-28,0.8928908745566969,0.8969327778801572,0.885,0.8980580065654999,0.9025543823753943,0.882556045925678,0.9234917548182502
Friuli Venezia Giulia,2020-05-29,0.9049179573810032,0.9075546435118926,0.915,0.9095885026497939,0.9160157443198067,0.8851378799013909,0.929395540134722
Friuli Venezia Giulia,2020-05-30,0.9154834311310093,0.9158281106073931,0.915,0.9114120465787707,0.916796613426115,0.9035883005480903,0.9470889813467145
Friuli Venezia Giulia,2020-05-31,0.9254012455541003,0.9241350738942063,0.915,0.9246133150864058,0.9310948517416425,0.8923213470536702,0.933836934861681
Friuli Venezia Giulia,2020-06-01,0.9334382287505465,0.9307119832886124,0.9550000000000001,0.9173576607598513,0.9235176466475783,0.9135273032524271,0.9606589365117142
Friuli Venezia Giulia,2020-06-02,0.9431889815005674,0.9413226865924658,0.975,0.9697118030277165,0.97600264167343,0.9256168233751008,0.975039255382834
Friuli Venezia Giulia,2020-06-03,0.9539929926676831,0.9508613748612813,0.9450000000000001,0.9804272825995701,0.9859893790605218,0.9352379969575417,0.9859893790605218
Friuli Venezia Giulia,2020-06-04,0.9635545358749689,0.9643556736962308,0.965,0.9630344064529716,0.9697444645653168,0.9478470001552113,0.9987541410116567
Friuli Venezia Giulia,2020-06-05,0.9737665913787411,0.9765730876536037,0.9550000000000001,0.9723408363770241,0.9795595013314287,0.9534569083523216,1.003900107993096
Friuli Venezia Giulia,2020-06-06,0.9847076372806377,0.9838576522975917,0.975,0.9750052472729258,0.9797667773857293,0.9582673986837449,1.0041458685453424
Friuli Venezia Giulia,2020-06-07,0.9943111498723611,0.9959527844324694,1.005,1.002084498655449,1.0077349819302945,0.9538316108978013,1.0049880190221596
Friuli Venezia Giulia,2020-06-08,1.0024130957332078,1.0033703493891064,1.015,1.0116379752043632,1.01650298457631,0.9760659384692079,1.0243865205596494
Friuli Venezia Giulia,2020-06-09,1.0140903093717988,1.0126242421799612,0.985,1.0378857363400313,1.0434180185296407,1.0000830823530962,1.050990031987231
Friuli Venezia Giulia,2020-06-10,1.0222038633000938,1.0213274823675973,1.035,1.0328017195302128,1.03859233911855,1.0069608427459236,1.0530182755319695
Friuli Venezia Giulia,2020-06-11,1.0309315142584028,1.0284682479050116,1.045,1.020986681813067,1.027904365204601,1.0071357874913673,1.0557143141316732
Friuli Venezia Giulia,2020-06-12,1.0389336872081718,1.0391077965424795,1.025,1.0238830280613203,1.0296559273142485,1.017872105472602,1.0669512745193177
Friuli Venezia Giulia,2020-06-13,1.0456590944622017,1.0470704723490982,1.045,1.0430831753095071,1.047572782685101,1.0335710860140028,1.0802475783358036
Friuli Venezia Giulia,2020-06-14,1.0543342701812521,1.0514495454002617,1.065,1.061539307251671,1.0682412198178968,1.0211806058977402,1.0682412198178968
Friuli Venezia Giulia,2020-06-15,1.062848930510675,1.0602558694800157,1.055,1.0517789154796153,1.0578012450157679,1.02931022730849,1.0757692954257991
Friuli Venezia Giulia,2020-06-16,1.0672572732049017,1.0673996497239024,1.065,1.0696350361561389,1.0755380387926796,1.0388273555460854,1.0867797519586215
Friuli Venezia Giulia,2020-06-17,1.0714234152267612,1.0712877422726355,1.075,1.044605238066748,1.0501887448362188,1.044605238066748,1.0948913215854865
Friuli Venezia Giulia,2020-06-18,1.0738092125900092,1.0698113050647065,1.065,1.0648331172396743,1.0698496429815054,1.0477264341272345,1.0920632128757524
Friuli Venezia Giulia,2020-06-19,1.0788178527837387,1.0742104277159736,1.065,1.0629686604959754,1.0685011517931071,1.036873411441999,1.0833260375826153
Friuli Venezia Giulia,2020-06-20,1.0843291880220518,1.084476515327116,1.065,1.0614158491396841,1.0670309561782263,1.0614158491396841,1.1153108630282589
Friuli Venezia Giulia,2020-06-21,1.0888662402679155,1.0873834517831225,1.075,1.0723549235483822,1.0777552291304275,1.055062040230646,1.107824847814575
Friuli Venezia Giulia,2020-06-22,1.0934420318967768,1.092548823900143,1.125,1.1200721635913304,1.1256218805907594,1.055933405839081,1.1068096311167404
Friuli Venezia Giulia,2020-06-23,1.096257320400349,1.0925627315947093,1.095,1.087856347292906,1.0922862921440486,1.081277176484614,1.1276836155437406
Friuli Venezia Giulia,2020-06-24,1.100700199515816,1.1011760464532654,1.055,1.0542480662395532,1.0594473285611008,1.0739812745145945,1.1270982250009203
Friuli Venezia Giulia,2020-06-25,1.104273698669727,1.0981067641324425,1.095,1.0896533472206067,1.0955020897487406,1.0585810073372661,1.1078056672919632
Friuli Venezia Giulia,2020-06-26,1.1095429307562708,1.1061414434241867,1.105,1.094493072468933,1.1013660295350804,1.0777778694515696,1.1272918961808323
Friuli Venezia Giulia,2020-06-27,1.1156943877238175,1.1148146828919967,1.095,1.1220240540346194,1.1290259977954458,1.0953687425231653,1.1424939376027277
Friuli Venezia Giulia,2020-06-28,1.1212881757047333,1.1164989469214155,1.115,1.1123749993376157,1.116959351816456,1.0910682679662451,1.1369798003996725
Friuli Venezia Giulia,2020-06-29,1.1299927053838132,1.1296764015813718,1.125,1.1285909148253148,1.1353376027599413,1.101336121804895,1.1477291247071506
Friuli Venezia Giulia,2020-06-30,1.1368783417702053,1.1334876363311572,1.125,1.1212053469107464,1.1263178347459981,1.110988664283215,1.1567759884014195
Friuli Venezia Giulia,2020-07-01,1.1451325584981107,1.1472371907413943,1.155,1.1499030449694843,1.1562117208866616,1.1241470150406168,1.1723018457789347
Friuli Venezia Giulia,2020-07-02,1.1525049761372013,1.1533106293395556,1.135,1.1331463543131577,1.1396473255149089,1.1262088430944632,1.1755874550144436
Friuli Venezia Giulia,2020-07-03,1.1601166045874116,1.1559634524603943,1.145,1.167286706140623,1.174467532908246,1.1179279094451973,1.1722729285802065
Friuli Venezia Giulia,2020-07-04,1.1664750942720044,1.1637708103882654,1.1649999999999998,1.129739400852895,1.1362855764593145,1.1248254437718073,1.1783248383941902
Friuli Venezia Giulia,2020-07-05,1.1761203203558859,1.1731211757640057,1.1649999999999998,1.1356963734109087,1.1429288988261963,1.1356963734109087,1.1948411725892651
Friuli Venezia Giulia,2020-07-06,1.1850935931705306,1.1836926111292763,1.155,1.2041104326664498,1.211378054875094,1.1583120860561502,1.2110912668105112
Friuli Venezia Giulia,2020-07-07,1.190698830111072,1.1900649325984325,1.1649999999999998,1.20563712404861,1.2130072766994464,1.1598881005768413,1.2181010503018594
Friuli Venezia Giulia,2020-07-08,1.1959094674521058,1.1921968326145382,1.1749999999999998,1.1747580883456368,1.1814946008585747,1.1618670690122586,1.2148372217214605
Friuli Venezia Giulia,2020-07-09,1.199842706977587,1.1982470263890803,1.2049999999999998,1.2020520651135438,1.2084176892797656,1.1629182350011287,1.213853800903378
Friuli Venezia Giulia,2020-07-10,1.2067408736338214,1.2113666866938742,1.2149999999999999,1.211588288268751,1.2188181881682107,1.1922493363561801,1.2478614546006506
Friuli Venezia Giulia,2020-07-11,1.2111994154282415,1.2071993358978592,1.1949999999999998,1.189166200784867,1.1943375120026334,1.1831981781157004,1.228504128580012
Friuli Venezia Giulia,2020-07-12,1.2180457230168424,1.218909687627605,1.1949999999999998,1.2109792260935854,1.2196441543354837,1.1912715296797782,1.246296971511717
Friuli Venezia Giulia,2020-07-13,1.2193181325327969,1.2216004754832084,1.2049999999999998,1.1992386904338894,1.205905864685266,1.2001799726876143,1.2547399197990539
Friuli Venezia Giulia,2020-07-14,1.2234496170831566,1.2240550483200958,1.2349999999999999,1.2365357938836692,1.2434977112976853,1.2029681757105661,1.2547787383081075
Friuli Venezia Giulia,2020-07-15,1.227809830469974,1.228819549131213,1.2049999999999998,1.2331452867847321,1.2413500007321399,1.2043115925163985,1.256737631728353
Friuli Venezia Giulia,2020-07-16,1.2311672169974608,1.2357131024391217,1.255,1.2352097218052291,1.242141532302759,1.211965682640778,1.263652594602338
Friuli Venezia Giulia,2020-07-17,1.2328396464877645,1.2325724759142362,1.2249999999999999,1.2227943775540684,1.229389560558782,1.2051896913557871,1.2528558416771953
Friuli Venezia Giulia,2020-07-18,1.2341422119232683,1.2319880241541692,1.2349999999999999,1.2196731109919914,1.2253836880893674,1.2126555071778855,1.263609830428221
Friuli Venezia Giulia,2020-07-19,1.236939733603881,1.2402994764351667,1.2449999999999999,1.2384598636625093,1.244427347773857,1.2030196187692255,1.2547288488948491
Friuli Venezia Giulia,2020-07-20,1.237814463259986,1.2374960888979887,1.255,1.2286056104339744,1.2361226188197052,1.2061468113193499,1.2595847032215477
Friuli Venezia Giulia,2020-07-21,1.2361495073983073,1.2361707268744837,1.2149999999999999,1.2452543301524517,1.250232733556633,1.2059042345456115,1.2536475419742643
Friuli Venezia Giulia,2020-07-22,1.2350948950717104,1.2327354518683442,1.2249999999999999,1.2194030434710423,1.2245452855897374,1.2120844455980446,1.2581839688585088
Friuli Venezia Giulia,2020-07-23,1.2357783655497707,1.2343383312191558,1.2449999999999999,1.248196842595486,1.2546479180818073,1.2067264602685506,1.2514297210262182
Friuli Venezia Giulia,2020-07-24,1.2339004025375553,1.231456313982565,1.2349999999999999,1.2293991979057552,1.2353250315379112,1.1929218767776228,1.2379233640035356
Friuli Venezia Giulia,2020-07-25,1.2353158162775897,1.2331129207890914,1.2049999999999998,1.220287262897764,1.2279041515005114,1.1997300851287815,1.2474111997003896
Friuli Venezia Giulia,2020-07-26,1.236553639790782,1.2331280787277754,1.2349999999999999,1.2291130491207967,1.2357323491359138,1.19895288474269,1.2512846680927745
Friuli Venezia Giulia,2020-07-27,1.2383447906901104,1.2387857942862737,1.2449999999999999,1.243137299385523,1.2480310331483433,1.2035142879142218,1.2522226739376934
Friuli Venezia Giulia,2020-07-28,1.2354823234423533,1.2355861503442416,1.2449999999999999,1.2439560482524201,1.2506711034284017,1.2144817673111392,1.2633348778867355
Friuli Venezia Giulia,2020-07-29,1.2372774942191898,1.2353946414838741,1.2149999999999999,1.2262666602129864,1.2320733545811378,1.2076264817355324,1.2558086821986498
Friuli Venezia Giulia,2020-07-30,1.2367291118310757,1.23892585450815,1.2149999999999999,1.2389047574704826,1.2435762501980512,1.1962216622985096,1.2451665516490715
Friuli Venezia Giulia,2020-07-31,1.237795303219576,1.238173535498857,1.2349999999999999,1.2390280550687638,1.2438524309230568,1.2108350873991887,1.2617457082357624
Friuli Venezia Giulia,2020-08-01,1.235464867489108,1.234274160119231,1.2349999999999999,1.233503376733664,1.2420724491233364,1.2073863332650285,1.2635185768384904
Friuli Venezia Giulia,2020-08-02,1.2350605480989796,1.235557312106655,1.2349999999999999,1.2368829055729522,1.2409213459555664,1.2018921009456882,1.2508383696742371
Friuli Venezia Giulia,2020-08-03,1.2363773117906334,1.2371713307343883,1.2349999999999999,1.2363375062943107,1.2421584647284005,1.2010412591863726,1.251194234225308
Friuli Venezia Giulia,2020-08-04,1.2317372050539568,1.2306872043474795,1.2149999999999999,1.2260358801607723,1.2323465812153653,1.2103358866970049,1.2587328144419299
Friuli Venezia Giulia,2020-08-05,1.2299793295334311,1.2307563606451537,1.255,1.250116691739765,1.2576183325311578,1.2071043012613958,1.2588830931433865
Friuli Venezia Giulia,2020-08-06,1.2265650257435106,1.2279537464201096,1.2249999999999999,1.2218883588148621,1.2283696482764421,1.2047036799167257,1.2573763768700172
Friuli Venezia Giulia,2020-08-07,1.2200356754268114,1.2207760724282117,1.2249999999999999,1.220403510673001,1.2267805081106482,1.2008159322818492,1.2452268015908763
Friuli Venezia Giulia,2020-08-08,1.2161177076635479,1.218334804968937,1.2249999999999999,1.2290159290299847,1.2361220271830673,1.1856844569352716,1.2377696923382786
Friuli Venezia Giulia,2020-08-09,1.2113760949809023,1.2095871240161982,1.2049999999999998,1.22722526292271,1.2313000743769464,1.1895160615092664,1.2313000743769464
Friuli Venezia Giulia,2020-08-10,1.206889159889372,1.2102976559973018,1.2249999999999999,1.2215837344677423,1.2284242910227565,1.1936706237106833,1.242076816965108
Friuli Venezia Giulia,2020-08-11,1.2014602629224516,1.2044171746040315,1.2149999999999999,1.2114227493256475,1.2154725264694537,1.189478259021823,1.2381390252715847
Friuli Venezia Giulia,2020-08-12,1.1940227810494104,1.1940239746789205,1.1749999999999998,1.18820065506429,1.1944314111181855,1.1708286674055013,1.2161883171522632
Friuli Venezia Giulia,2020-08-13,1.189674507034847,1.1924018653981268,1.2049999999999998,1.2030148891971018,1.2083739672385772,1.1693522377711418,1.2083739672385772
Friuli Venezia Giulia,2020-08-14,1.1822396327833677,1.179544449949098,1.1749999999999998,1.17205820400302,1.17735375053467,1.1584173258772756,1.2009351949859062
Friuli Venezia Giulia,2020-08-15,1.1767736468329204,1.1799008890118827,1.1849999999999998,1.1856561513459916,1.192498437563935,1.1514311595024327,1.2005125861834354
Friuli Venezia Giulia,2020-08-16,1.1729147982561159,1.1714583823425602,1.1649999999999998,1.1763227314792504,1.1807998136912272,1.152143979814542,1.1943444490167914
Friuli Venezia Giulia,2020-08-17,1.1628467529927173,1.1603839570552956,1.155,1.148977070623731,1.1541018370753928,1.1486841811307098,1.1953243669619047
Friuli Venezia Giulia,2020-08-18,1.1544530549940728,1.1538570233236967,1.135,1.1736962920743679,1.179920054681908,1.1321069984589436,1.1764140934465712
Friuli Venezia Giulia,2020-08-19,1.1475886669054687,1.143205034839657,1.135,1.1287936742503546,1.133716274212746,1.1119939847875244,1.1539359248672558
Friuli Venezia Giulia,2020-08-20,1.1386857346633124,1.1353348996960697,1.135,1.1324425245105205,1.1361739918191076,1.1067633686191358,1.1497481381774892
Friuli Venezia Giulia,2020-08-21,1.1325284263003241,1.137263614146774,1.155,1.1515572079582292,1.1569117538430673,1.1112345629319806,1.1612869809661557
Friuli Venezia Giulia,2020-08-22,1.1263042103909626,1.1300276881771534,1.135,1.1279312582348684,1.134267174809769,1.1191671310041704,1.170137667904314
Friuli Venezia Giulia,2020-08-23,1.1202830091464047,1.1240809150672537,1.125,1.123615278502093,1.128814616591825,1.091137605467943,1.1403969158438092
Friuli Venezia Giulia,2020-08-24,1.1118054833245925,1.1106870586776318,1.095,1.1362894489166677,1.140679349561746,1.0954437035443536,1.1387779342774507
Friuli Venezia Giulia,2020-08-25,1.103625038299764,1.1032913566226807,1.075,1.1085344001474096,1.114903739673499,1.0710044527246263,1.1155462070735376
Friuli Venezia Giulia,2020-08-26,1.0969225889330747,1.0964310488767526,1.095,1.1131158512022647,1.1192102516454723,1.0817172169347793,1.1198800350635942
Friuli Venezia Giulia,2020-08-27,1.0867561533927295,1.092671438349866,1.095,1.0915119372732067,1.0957971882837323,1.0773169425934244,1.1132816283182836
Friuli Venezia Giulia,2020-08-28,1.0772649101796845,1.0789496906409617,1.085,1.0808944837795378,1.0871763142537294,1.0644407620645802,1.1059005958804453
Friuli Venezia Giulia,2020-08-29,1.0655279056366767,1.063877898626727,1.065,1.0606440832306396,1.064661804004877,1.0533973472060219,1.0934458787728114
Friuli Venezia Giulia,2020-08-30,1.0576177712043,1.0607588617762769,1.065,1.0555610306803127,1.059462550925787,1.0396782514685694,1.0733514493123717
Friuli Venezia Giulia,2020-08-31,1.0514677151150837,1.0516665688301678,1.055,1.0477401035509346,1.0537058564066477,1.0261391578421364,1.0648477011127582
Friuli Venezia Giulia,2020-09-01,1.0434880089790057,1.0470606005516399,1.055,1.0546618529394853,1.057898122682809,1.0349281826533776,1.071920916816596
Friuli Venezia Giulia,2020-09-02,1.041428508989639,1.0431732213275184,1.065,1.0285551477969868,1.033925398632321,1.0309104877879889,1.0693127810427268
Friuli Venezia Giulia,2020-09-03,1.0384321433058672,1.039967506568257,1.045,1.0390365544842624,1.0430254969091202,1.0236005129862542,1.061421843865407
Friuli Venezia Giulia,2020-09-04,1.0433232556410372,1.0433881145330348,1.035,1.0340164025495038,1.0393441018372327,1.0287641416691748,1.0680884065330734
Friuli Venezia Giulia,2020-09-05,1.04610844798233,1.0479091287933686,1.045,1.0387956644674763,1.0444715215236742,1.0333242669817768,1.0696330400413963
Friuli Venezia Giulia,2020-09-06,1.0496907597661653,1.0503763163632338,1.065,1.0620957944438818,1.0663547298806657,1.0301383816752963,1.0670442985734916
Friuli Venezia Giulia,2020-09-07,1.0560305623595374,1.0558619106880385,1.035,1.0385457669562723,1.0427922039058282,1.0385457669562723,1.0721676735169323
Friuli Venezia Giulia,2020-09-08,1.0653559753851154,1.067794671792422,1.075,1.0787817768749433,1.0842633046831445,1.0443326237662696,1.0831061824967236
Friuli Venezia Giulia,2020-09-09,1.0774191543944736,1.0764360077788773,1.055,1.0518087827114448,1.0583361204157713,1.053497038189986,1.0967204458506175
Friuli Venezia Giulia,2020-09-10,1.0877733744024438,1.0884303493858698,1.075,1.0704170197655132,1.0747370691334424,1.0712075847082911,1.1107590624876118
Friuli Venezia Giulia,2020-09-11,1.1027913894573806,1.1022094832563831,1.095,1.0984011193019487,1.1032545077584397,1.0841849667572203,1.1173150500535518
Friuli Venezia Giulia,2020-09-12,1.1215978671936317,1.1201713503945165,1.115,1.1176679780941696,1.1225339152054339,1.0985654453333291,1.136605616717926
Friuli Venezia Giulia,2020-09-13,1.1424877044003592,1.1434983891469346,1.155,1.127044217643681,1.1312339811239431,1.1241032547327308,1.1590985679764692
Friuli Venezia Giulia,2020-09-14,1.1624576575647962,1.1625008859361428,1.145,1.162445840624935,1.16690105623206,1.1390083685956185,1.1749201987702704
Friuli Venezia Giulia,2020-09-15,1.184988282990522,1.1832280107722302,1.1649999999999998,1.1630773935359664,1.168472921599843,1.1598256622744438,1.2051973601122838
Friuli Venezia Giulia,2020-09-16,1.208143932717892,1.207223977928552,1.2049999999999998,1.2036884655561257,1.2092521692507756,1.1880394420690852,1.2264155248601454
Friuli Venezia Giulia,2020-09-17,1.2337010620717928,1.2308514436267368,1.2349999999999999,1.2259842683303366,1.231448075731804,1.2122566934614132,1.2533812412077099
Friuli Venezia Giulia,2020-09-18,1.256348745583487,1.2552100839934364,1.255,1.2510400752766215,1.2557643450873686,1.2311547763744881,1.2732400091329636
Friuli Venezia Giulia,2020-09-19,1.2805435199831912,1.2765641713802351,1.265,1.2658695390886079,1.2723457462093284,1.2526328790415642,1.2952309831213618
Friuli Venezia Giulia,2020-09-20,1.301022856593506,1.2973546500789697,1.275,1.2694056546595602,1.2757297332155053,1.2634648703565308,1.309068701837348
Friuli Venezia Giulia,2020-09-21,1.3205287446876748,1.31810409241382,1.305,1.2964652348126833,1.301821907751381,1.2971628960990316,1.3472132741902685
Friuli Venezia Giulia,2020-09-22,1.3440452699167027,1.3425977368522415,1.345,1.3071930092668902,1.3135770302526555,1.3071930092668902,1.361643031668054
Friuli Venezia Giulia,2020-09-23,1.3628781058406683,1.360581060755301,1.365,1.3562518845956335,1.3636890560370163,1.3327978393498205,1.386281978380327
Friuli Venezia Giulia,2020-09-24,1.3826773116957034,1.3808033287336678,1.375,1.3704819964279826,1.3763085670683362,1.3654326783849617,1.4156243358763456
Friuli Venezia Giulia,2020-09-25,1.3965353880122742,1.3921269176406506,1.385,1.3802755047253585,1.3862908149117221,1.3706459096190624,1.4213948078220326
Friuli Venezia Giulia,2020-09-26,1.4036395166161597,1.4003298356932605,1.395,1.3891529086462104,1.3950477179337057,1.38563055540995,1.436165325169467
Friuli Venezia Giulia,2020-09-27,1.4108242385173788,1.4090300342436022,1.385,1.3768882674377925,1.3843927213891494,1.374677958252012,1.427022598318978
Friuli Venezia Giulia,2020-09-28,1.4156988691126435,1.4189840778424827,1.4249999999999998,1.4240531848779245,1.4308386197358325,1.3789351243107022,1.4363535375326029
Friuli Venezia Giulia,2020-09-29,1.4157393590956604,1.414960699810436,1.385,1.437487571076165,1.4461142747492288,1.3859827729624294,1.4451929503147263
Friuli Venezia Giulia,2020-09-30,1.4193587319384602,1.420911746047452,1.385,1.4354791809828842,1.44336317540902,1.3830904121104535,1.4447307628299964
Friuli Venezia Giulia,2020-10-01,1.4176261935052792,1.4140195117983803,1.405,1.3998824713344293,1.4061787070416354,1.3841239933144256,1.4486839204486575
Friuli Venezia Giulia,2020-10-02,1.4133883612329876,1.4136041573441709,1.405,1.3985599884080686,1.4086622639039066,1.4001264171417036,1.4642995152139213
Friuli Venezia Giulia,2020-10-03,1.4098376412626956,1.4130567651668309,1.4149999999999998,1.4389808445244745,1.4445576073684414,1.3790527898962606,1.439650732388066
Friuli Venezia Giulia,2020-10-04,1.4019004790379392,1.3988773673834975,1.395,1.3953511108347014,1.4008616622679777,1.3609502318484423,1.4191020910085683
Friuli Venezia Giulia,2020-10-05,1.3948013005552602,1.3945143701092477,1.355,1.3508864056889722,1.3597430629577332,1.350620636950278,1.40798772812695
Friuli Venezia Giulia,2020-10-06,1.389661274010143,1.392072725505592,1.4149999999999998,1.4097797113359691,1.4161555302493565,1.373983547525362,1.4274420032124497
Friuli Venezia Giulia,2020-10-07,1.3796394613624043,1.3790008950272865,1.385,1.3870118641952682,1.3934317162965038,1.3396957194103394,1.3934317162965038
Friuli Venezia Giulia,2020-10-08,1.3668527331771207,1.3642306810610636,1.355,1.3582095494470392,1.3642949916933205,1.3450078849034601,1.3952446668716638
Friuli Venezia Giulia,2020-10-09,1.3514852860618578,1.3518291228836936,1.335,1.3456087939355197,1.3530265752520427,1.326318285868127,1.3772989383136962
Friuli Venezia Giulia,2020-10-10,1.3400459508891474,1.3401398968303437,1.345,1.3357764953179188,1.343190127751095,1.3027727748415772,1.3529367360382873
Friuli Venezia Giulia,2020-10-11,1.3228867706439897,1.3231188332674833,1.295,1.2950240105100819,1.302290680874135,1.2990585143940219,1.3493309855892817
Friuli Venezia Giulia,2020-10-12,1.3067367157159198,1.311021983852304,1.315,1.3089084008286922,1.315295032075745,1.2701934541214919,1.3259908946292345
Friuli Venezia Giulia,2020-10-13,1.290866171521193,1.2872136828413892,1.285,1.280705086170732,1.287525963605473,1.2733975804041169,1.3271082242364869
Friuli Venezia Giulia,2020-10-14,1.2743869686554137,1.2736558258994681,1.265,1.2834826051216977,1.2892431425469038,1.2414658501478772,1.2892431425469038
